id,deskripsi_laporan,jenis_infrastruktur,kota_administrasi,tingkat_kerusakan,date_laporan
12113,Jalan Jalan Casablanca ada sedikit retak di pinggir badan jalan,Jalan,Jakarta Pusat,Ringan,2025-01-28 05:58:43
12114,Ada retakan tipis di permukaan jalan Jalan Pluit,Jalan,Kepulauan Seribu,Ringan,2025-05-05 06:49:33
12115,Ada retakan tipis di permukaan jalan Jalan Cengkareng,Jalan,Jakarta Utara,Ringan,2025-10-07 11:17:47
12116,Kabel lampu jalan di Jalan Otista tampak menjuntai berbahaya,Lampu Jalan,Jakarta Utara,Sedang,2025-05-28 00:29:04
12117,Tiang kabel fiber di Jalan Kebon Jeruk roboh menimpa kendaraan yang lewat,Kabel Fiber,Jakarta Timur,Berat,2025-02-21 00:43:29
12118,Jalan Jalan Ciledug Raya amblas parah dan sangat berbahaya bagi pengendara,Jalan,Kepulauan Seribu,Berat,2025-03-20 16:23:01
12119,Kabel fiber Jalan Meruya tergantung rendah berbahaya bagi kendaraan tinggi anak anak sering lewat sini,Kabel Fiber,Jakarta Pusat,Sedang,2025-03-08 21:42:01
12120,Lampu jalan Gang Mawar sering konslet menyebabkan mati berulang,Lampu Jalan,Jakarta Barat,Sedang,2025-06-21 23:01:53
12121,Kabel fiber Jalan Casablanca melendut ke bawah perlu dirapikan,Kabel Fiber,Kepulauan Seribu,Ringan,2025-07-14 14:06:16
12122,Kerusakan masif trotoar jln Gatot Subroto membahayakan jiwa pejalan kaki,Trotoar,Kepulauan Seribu,Berat,2025-09-11 07:59:14
12123,Longsor kecil merusak area taman Jalan Raya Bekasi secara parah,Taman,Kepulauan Seribu,Berat,2025-11-07 03:31:48
12124,Trotoar Gang Mawar ambles dalam sangat berbahaya bagi semua pengguna jalan,Trotoar,Kepulauan Seribu,Berat,2025-02-09 14:36:48
12125,Taman Jalan Pramuka perlu pembersihan ringan daun daun berguguran,Taman,Jakarta Timur,Ringan,2025-06-12 08:47:51
12126,Permukaan jembatan Gang Mawar mulai kasar dan tidak rata,Jembatan,Kepulauan Seribu,Ringan,2025-02-06 18:58:51
12127,Banyak lubang kecil sedang di badan jalan Jalan Raya Bekasi,Jalan,Jakarta Pusat,Sedang,2025-09-23 05:18:48
12128,Tiang penyangga kabel fiber di Jalan Sisingamangaraja patah menimpa rumah warga,Kabel Fiber,Jakarta Utara,Berat,2025-10-06 05:00:52
12129,Tiang penyangga kabel fiber di Jalan Panjang patah menimpa rumah warga,Kabel Fiber,Jakarta Timur,Berat,2025-03-17 21:57:35
12130,Drainase Jalan Panjang jebol air membanjiri jalan dan rumah warga sekitar,Drainase,Jakarta Barat,Berat,2025-02-12 20:11:03
12131,Jembatan Jalan Sisingamangaraja terancam roboh akibat banjir besar melanda,Jembatan,Jakarta Barat,Berat,2025-09-19 21:22:08
12132,Sambungan kabel fiber di Jalan Fatmawati terputus layanan internet terganggu,Kabel Fiber,Kepulauan Seribu,Sedang,2025-02-28 14:55:25
12133,Drainase Jalan Gajah Mada meluap saat hujan deras meski sebentar,Drainase,Jakarta Selatan,Sedang,2025-09-01 03:52:10
12134,Kerusakan drainase di Jalan Ciledug Raya menyebabkan banjir bandang kecil,Drainase,Kepulauan Seribu,Berat,2025-07-20 13:10:21
12135,Pemasangan kabel fiber di Jalan Mangga Dua tidak rapi menggantung rendah,Kabel Fiber,Jakarta Timur,Ringan,2025-01-28 10:48:03
12136,Permukaan trotoaar Jalan TB Simatupang sedikit tidak rata sudah 2 minggu belum diperbaiki,Trotoar,Jakarta Selatan,Ringan,2025-08-24 07:45:08
12137,Trotoar Jalan Raya Kembangan rusak berat ada yang ambles ke saluran drainase bawahnya,Trotoar,Jakarta Utara,Berat,2025-05-24 19:04:14
12138,Jembatan Jalan Hayam Wuruk ada retakan kecil di permukaan beton,Jembatan,Kepulauan Seribu,Ringan,2025-10-10 07:03:15
12139,Got Jalan Panjang ada sedikit sampah yang menghambat aliran air,Drainase,Jakarta Pusat,Ringan,2025-12-25 05:23:02
12140,Terdapat lubang sedang di jalan Jalan Otista yang mengganggu kendaraan,Jalan,Jakarta Barat,Sedang,2025-12-25 05:31:16
12141,Jembatan Jalan Sudirman hampir roboh sangat mengancam keselamatan jiwa,Jembatan,Kepulauan Seribu,Berat,2025-10-13 04:50:15
12142,Tiang lampu jalan di Jalan Pluit patah akibat ditabrak kendaraan,Lampu Jalan,Jakarta Barat,Berat,2025-09-08 16:18:18
12143,Penyangga jembatan Jalan Otista terlihat retak perlu inspeksi,Jembatan,Kepulauan Seribu,Sedang,2025-01-25 21:53:14
12144,Lampu jalan Jalan Gatot Subroto sering konslet nyebabin mati berulang,Lampu Jalan,Jakarta Barat,Sedang,2025-08-21 12:22:16
12145,Kabel fiber Gang Dahlia terlilit dan putus akibat kendaraan besar,Kabel Fiber,Jakarta Selatan,Sedang,2025-04-20 18:37:17
12146,Bunga di taman Jalan Ciledug Raya layu karena kurang air,Taman,Jakarta Timur,Ringan,2025-03-27 23:35:48
12147,Seluruh lampu jalan di Jalan Cengkareng mati total dan tidak ada penerangan sama sekali,Lampu Jalan,Kepulauan Seribu,Berat,2025-06-24 16:01:12
12148,Saluran air di Jalan Gajah Mada kotor dan berbau perlu dibersihkan,Drainase,Jakarta Utara,Ringan,2025-04-01 16:26:40
12149,Instalasi kabel fiber Jalan Sudirman hancur total akibat tertimpa pohon besar tumbang,Kabel Fiber,Kepulauan Seribu,Berat,2025-05-27 03:18:35
12150,Jalan Jalan Raya Kembangan amblas sedikit dan berlubang,Jalan,Jakarta Selatan,Sedang,2025-07-21 07:53:08
12151,Lampu jalan Jalan Meruya kabelnya terkelupas berbahaya bila hujan,Lampu Jalan,Jakarta Pusat,Sedang,2025-10-21 01:32:20
12152,Kabel fiber di Gang Melati rusak parah akibat korsleting,Kabel Fiber,Jakarta Pusat,Sedang,2025-01-11 01:48:53
12153,Trotoar Jalan Pluit hancur total tidak bisa digunakan pejalan kaki sama sekali...,Trotoar,Jakarta Pusat,Berat,2025-05-30 21:32:54
12154,Kabel fiber Jalan Sisingamangaraja putus dan terurai berbahaya berpotensi menyetrum warga,Kabel Fiber,Jakarta Pusat,Berat,2025-08-22 03:21:37
12155,Trotoar Jalan Ahmad Yani perlu pengecatan ulang marka sudah pudar,Trotoar,Jakarta Utara,Ringan,2025-01-27 10:07:35
12156,Kabel fiber di tiang Jalan Hayam Wuruk terlihat longgar,Kabel Fiber,Jakarta Timur,Ringan,2025-03-30 06:29:31
12157,Jalur kabel fiber di Jalan Raya Kembangan tidak tertata dengan baik,Kabel Fiber,Jakarta Barat,Ringan,2025-03-04 01:39:03
12158,Taman Gang Anggrek tidak bisa digunakan semua infrastruktur rsak berat,Taman,Jakarta Selatan,Berat,2025-08-09 09:16:30
12159,Tiang lampu Jalan Pangeran Jayakarta roboh hampir menimpa rumah warga,Lampu Jalan,Jakarta Utara,Berat,2025-10-23 07:36:06
12160,Jalan Jalan Pangeran Jayakarta retak kecil akibat cuaca panas,Jalan,Kepulauan Seribu,Ringan,2025-12-03 15:07:31
12161,Beberapa bata trotoar Gang Dahlia retak ringan,Trotoar,Jakarta Pusat,Ringan,2025-05-28 22:00:01
12162,Jembatan Jalan Raya Kembangan rusak berat tidak layak dilalui kendaraan apapun,Jembatan,Jakarta Utara,Berat,2025-04-23 08:22:25
12163,Jembatan Jalan Meruya ada retakan kecil di permukaan beton,Jembatan,Jakarta Utara,Ringan,2025-09-22 16:44:17
12164,Jalan Jalan Otista retak kecil akibat cuaca panas,Jalan,Jakarta Utara,Ringan,2025-09-13 10:43:59
12165,Drainase Jalan Fatmawati rusak berat banjir menggenangi rumah warga,Drainase,Jakarta Pusat,Berat,2025-08-25 06:30:18
12166,Trotoar Jalan Casablanca ambles dalam sangat berbahaya bagi semua pengguna jalan,Trotoar,Jakarta Utara,Berat,2025-05-20 12:25:24
12167,Taman jl Daan Mogot tidak bisa digunakan semua infrastruktur rusak berat,Taman,Kepulauan Seribu,Berat,2025-01-15 04:14:25
12168,Kabel fiber di Jalan Raya Pasar Minggu sedikit kendur perlu dikencangkan,Kabel Fiber,Jakarta Utara,Ringan,2025-07-24 01:49:18
12169,Jalan Jalan Ahmad Yani mengalami retak kecil sepanjang 50 meter,Jalan,Kepulauan Seribu,Ringan,2025-08-09 03:09:00
12170,Jalan Gang Melati berlubang di beberapa titik cukup mengganggu,Jalan,Jakarta Utara,Sedang,2025-09-04 17:00:12
12171,Pohon besar di taman Jalan Meruya tumbang dan merusak fasilitas sekitar,Taman,Jakarta Barat,Berat,2025-07-17 19:13:32
12172,Ubin trotoar di Gang Dahlia mulai longgar tapi masih aman tolong segera ditangani,Trotoar,Kepulauan Seribu,Ringan,2025-11-05 11:53:54
12173,Drainase Jalan Rasuna Said jebol air membanjiri jalan dan rumah warga sekitar ini jalan protokol yang ramai,Drainase,Jakarta Utara,Berat,2025-03-26 17:43:37
12174,Ubin trotoar Gang Dahlia banyak yang hilang meninggalkan lubang,Trotoar,Jakarta Selatan,Sedang,2025-11-10 00:19:13
12175,Jalan Jalan Hayam Wuruk tidak rata dan berlubang menyebabkan kendaraan oleng,Jalan,Jakarta Pusat,Sedang,2025-10-08 11:07:25
12176,Fasilitas taman Jalan Gunung Sahari banyak yang rusak perlu diperbaiki,Taman,Jakarta Selatan,Sedang,2025-01-05 12:38:49
12177,Paving block trotoar jln Kebon Jeruk sedikit terangkat perlu diperbaiki,Trotoar,Jakarta Selatan,Ringan,2025-12-11 15:28:23
12178,Jembatan Jalan Panjang bergetar berlebihan saat dilalui kendaraan,Jembatan,Jakarta Utara,Sedang,2025-03-23 13:26:35
12179,Lampu jalan Jalan Warung Buncit mati pada jam tertentu saja,Lampu Jalan,Jakarta Barat,Ringan,2025-05-31 17:59:03
12180,Kondisi jembatan Jalan Pangeran Jayakarta kritis hampir tidak layak digunakan darurat mutlak,Jembatan,Jakarta Pusat,Berat,2025-04-22 23:06:27
12181,Longsor kecil merusak area taman Jalan Sudirman secara parah,Taman,Jakarta Timur,Berat,2025-04-13 15:33:04
12182,Kabel fiber di tiang Jalan Ahmad Yani terlihat longgar,Kabel Fiber,Jakarta Selatan,Ringan,2025-08-11 04:16:53
12183,Ada sedikit sampah di area taman Jalan TB Simatupang,Taman,Jakarta Timur,Ringan,2025-11-18 02:15:21
12184,Ada kerusakan jalan di Jalan Rasuna Said dengan lubang sedang,Jalan,Kepulauan Seribu,Sedang,2025-04-16 12:56:17
12185,Kerusakan jalan di Jalan Warung Buncit cukup parah ada beberapa lubang,Jalan,Jakarta Barat,Sedang,2025-03-20 16:14:48
12186,Ada celah kecil di aspal jalan dekat Jalan Muara Baru,Jalan,Jakarta Selatan,Ringan,2025-10-08 00:13:39
12187,Kerusakan jalan di Jalan Gajah Mada cukup parah ada beberapa lubang,Jalan,Jakarta Selatan,Sedang,2025-06-08 19:23:08
12188,Satu lampu jalan di Jalan Gajah Mada berkedip tidak stabil,Lampu Jalan,Jakarta Pusat,Ringan,2025-12-23 12:02:33
12189,Drainase di Jalan Gunung Sahari perlu pembersihan rutin lumpur menumpuk,Drainase,Jakarta Barat,Ringan,2025-11-18 11:12:11
12190,Saluran drainase di Jalan Pramuka sedikit tersumbat sampah daun,Drainase,Jakarta Timur,Ringan,2025-10-26 17:53:29
12191,Paving block trotoar Jalan Gajah Mada sedikit terangkat perlu diperbaiki,Trotoar,Jakarta Selatan,Ringan,2025-04-10 22:55:01
12192,Jembatan Jalan Otista bergetar berlebihan saat dilalui kendaraan,Jembatan,Jakarta Pusat,Sedang,2025-02-03 08:39:51
12193,Trotoar Jalan Pramuka dirusak oleh akar pohon dan tidak rata,Trotoar,Jakarta Barat,Sedang,2025-10-16 23:19:29
12194,Beton jembatan Jalan Raya Kembangan retak ringan di bagian pinggir,Jembatan,Jakarta Utara,Ringan,2025-06-09 23:31:12
12195,Bangku taman di Jalan Hayam Wuruk rusak dan tidak bisa digunakan,Taman,Jakarta Barat,Sedang,2025-11-28 20:28:54
12196,Trotoar Jalan Warung Buncit berlubang dan berbahaya bagi pejalan kaki,Trotoar,Jakarta Selatan,Sedang,2025-08-02 08:48:37
12197,Trotoar Jalan Muara Baru rusak berat ada yang ambles ke saluran drainase bawahnya,Trotoar,Kepulauan Seribu,Berat,2025-10-02 18:26:29
12198,Drainase Jalan Pluit tidak berfungsi banjir setinggi lutut di pemukiman warga sekitar sudah mengeluh,Drainase,Kepulauan Seribu,Berat,2025-09-03 19:19:23
12199,Saluran air di Jalan Gunung Sahari kotor dan berbau perlu dibersihkan,Drainase,Kepulauan Seribu,Ringan,2025-07-28 10:36:30
12200,Jalan Jalan Rasuna Said rusak berat hampir tidak bisa dilalui kendaraan,Jalan,Jakarta Selatan,Berat,2025-08-08 19:24:06
12201,Jembatan Jalan Haji Nawi patah di bagian tengah sangat berbahaya darurat,Jembatan,Jakarta Barat,Berat,2025-01-22 06:49:43
12202,Lampu taman di Jalan Raya Pasar Minggu mati sehingga taman gelap malam hari,Taman,Jakarta Timur,Sedang,2025-05-01 10:30:13
12203,Jembatan Jalan Hayam Wuruk ambles parah dan menutup akses jalan utama,Jembatan,Jakarta Selatan,Berat,2025-07-18 23:37:06
12204,Jalan Gang Mawar rusak berat hampir tidak bisa dilalui kendaraan,Jalan,Jakarta Timur,Berat,2025-01-17 23:01:18
12205,Lampu jalan Jalan Casablanca meledak dan membakar kabel di sekitarnya,Lampu Jalan,Jakarta Timur,Berat,2025-02-23 21:31:56
12206,Tanaman hias di taman Jalan Gajah Mada perlu perawatan rutin,Taman,Jakarta Utara,Ringan,2025-06-14 19:40:17
12207,Beberapa kabel fiber di Jalan Gunung Sahari putus menyebabkan area mati sinyal,Kabel Fiber,Jakarta Pusat,Sedang,2025-04-02 15:54:45
12208,Kabel fiber jl Otista menyebabkan kebakaran karena korsleting parah,Kabel Fiber,Jakarta Utara,Berat,2025-03-26 03:57:43
12209,Ada sedikit sampah di area taman Gang Melati,Taman,Jakarta Utara,Ringan,2025-09-22 16:29:42
12210,Paving trotoar Jalan Haji Nawi warnanya pudar perlu perawatan,Trotoar,Jakarta Pusat,Ringan,2025-08-26 02:43:46
12211,Banyak lubang kecil sedang di badan jlan Jalan Warung Buncit,Jalan,Jakarta Barat,Sedang,2025-07-31 18:37:06
12212,Kabel fiber Jalan Raya Pasar Minggu melendut ke bawah perlu dirapikan,Kabel Fiber,Jakarta Pusat,Ringan,2025-07-11 16:29:11
12213,Lampu jlan Jalan Sudirman meledak dan membakar kabel di sekitarnya,Lampu Jalan,Jakarta Utara,Berat,2025-04-14 07:19:48
12214,Cat jembatan di Jalan Raya Pasar Minggu mulai mengelupas perlu dicat ulang,Jembatan,Jakarta Timur,Ringan,2025-02-04 01:16:34
12215,Permukaan trotoar Jalan Meruya sedikit tidak rata,Trotoar,Jakarta Selatan,Ringan,2025-06-15 17:58:45
12216,Instalasi kabel fiber di Jalan Gatot Subroto rusak dan mengganggu layanan,Kabel Fiber,Jakarta Selatan,Sedang,2025-07-15 03:09:24
12217,Ada celah kecil di aspal jalan dekat Gang Melati,Jalan,Jakarta Barat,Ringan,2025-06-26 15:44:10
12218,Laporan: Lampu taman di Gang Dahlia mati sehingga taman gelap malam hari anak anak sering lewat sini,Taman,Jakarta Selatan,Sedang,2025-09-27 02:35:09
12219,Got Jalan Kebon Jeruk ada sedikit sampah yang menghambat aliran air,Drainase,Jakarta Barat,Ringan,2025-10-27 03:10:54
12220,Permukaan jalan Jalan Daan Mogot bergelombang dan berlubng warga sekitar sudah mengeluh,Jalan,Jakarta Pusat,Sedang,2025-08-25 17:39:41
12221,Tempat duduk di taman Jalan Gatot Subroto hampir semua rusak tidak layak dekat sekolah SD,Taman,Jakarta Pusat,Sedang,2025-09-17 11:58:41
12222,Kerusakan struktural jembatan Jalan Pramuka sangat kritis bahaya roboh,Jembatan,Jakarta Selatan,Berat,2025-03-09 18:43:37
12223,Taman Jalan TB Simatupang banyak vandalisme coretan di fasilitas umum,Taman,Jakarta Barat,Sedang,2025-02-20 12:01:40
12224,Drainase Jalan Fatmawati alirannya sedikit terhambat!!,Drainase,Jakarta Selatan,Ringan,2025-09-10 03:46:44
12225,Satu lampu jalan di Gang Dahlia berkedip tidak stabil,Lampu Jalan,Jakarta Timur,Ringan,2025-06-22 17:49:21
12226,Tiang kabel fiber di Gang Mawar roboh menimpa kendaraan yang lewat,Kabel Fiber,Jakarta Barat,Berat,2025-06-07 14:45:14
12227,Kondisi tamaan Jalan Gajah Mada sngat memperihatinkan rsak total perlu penanganan segera samping pom bensin,Taman,Jakarta Utara,Berat,2025-01-23 08:13:29
12228,Trotoar Gang Melati ambles dalam sangat berbahaya bagi semua pengguna jalan,Trotoar,Jakarta Selatan,Berat,2025-07-07 03:33:20
12229,Tiang lampu jalan Jalan Raya Pasar Minggu patah miring hampir jatuh ke jalan,Lampu Jalan,Jakarta Pusat,Berat,2025-06-19 12:31:01
12230,Sistem drainase Jalan Hayam Wuruk kolaps total banjir mengancam pemukiman warga,Drainase,Jakarta Barat,Berat,2025-08-27 03:27:48
12231,Tiang lampu jalan Jalan Raya Kembangan patah miring hampir jatuh ke jalan,Lampu Jalan,Kepulauan Seribu,Berat,2025-10-27 08:16:35
12232,Kabel fiber Jalan Hayam Wuruk sedikit terkelupas di bagian sambungan,Kabel Fiber,Jakarta Timur,Ringan,2025-12-30 03:17:47
12233,Trotoar  Jalan  Fatmawati  runtuh  parah  akibat  tanah  longsor  kecil,Trotoar,Kepulauan Seribu,Berat,2025-05-01 00:03:47
12234,Trotoar Jalan Ciledug Raya ada retakan tipis di beberapa bagian,Trotoar,Kepulauan Seribu,Ringan,2025-12-09 01:50:28
12235,Kerusakan drainase di Jalan Sudirman menyebabkan banjir bandang kecil,Drainase,Jakarta Timur,Berat,2025-06-14 01:09:15
12236,Jalan Jalan Meruya berlubang di beberapa titik cukup mengganggu anak anak sering lewat sini,Jalan,Jakarta Utara,Sedang,2025-02-02 23:27:19
12237,Saluran got Jalan Fatmawati hancur total menyebabkan banjir besar,Drainase,Kepulauan Seribu,Berat,2025-01-15 19:31:10
12238,Lampu jalan Jalan Panjang kabelnya terkelupas berbahaya bila hujan,Lampu Jalan,Jakarta Timur,Sedang,2025-10-14 16:47:10
12239,Ada retakan tipis di permukaan jalan Jalan Mangga Dua,Jalan,Jakarta Pusat,Ringan,2025-03-24 17:32:42
12240,Kap lampu jalan di Jalan Raya Pasar Minggu kotor mengurangi pencahayaan,Lampu Jalan,Kepulauan Seribu,Ringan,2025-06-24 09:09:29
12241,Jembatan Jalan Gunung Sahari ambles parah dan menutup akses jalan utama,Jembatan,Jakarta Pusat,Berat,2025-04-24 08:16:37
12242,Beton jembatan Jalan Casablanca retak lebar perlu penanganan segera,Jembatan,Jakarta Utara,Sedang,2025-12-16 18:52:47
12243,Kabel fiber Jalan Pramuka mengurai dan menggantung di tengah jalan,Kabel Fiber,Jakarta Utara,Sedang,2025-10-05 11:07:51
12244,Kap lampu jalan di Jalan Kebon Jeruk kotor mengurangi pencahayaan mohon segera ditindaklanjuti,Lampu Jalan,Jakarta Pusat,Ringan,2025-11-30 19:30:44
12245,Kondisi trotoar Jalan Gunung Sahari sangat kritis dan berbahaya harus segera diperbaiki,Trotoar,Kepulauan Seribu,Berat,2025-04-26 13:26:40
12246,Trotoar jln Otista ada retakan tipis di beberapa bagian,Trotoar,Kepulauan Seribu,Ringan,2025-06-09 14:46:23
12247,Jalan Jalan Sisingamangaraja berlubang cukup dalam sekitar 50 cm,Jalan,Jakarta Timur,Sedang,2025-09-29 14:53:35
12248,Ubin trotoar Jalan Casablanca banyak yang hilang meninggalkan lubang,Trotoar,Jakarta Utara,Sedang,2025-12-31 21:46:15
12249,Kabel fiber Jalan Pangeran Jayakarta terlilit dan putus akibat kendaraan besar,Kabel Fiber,Kepulauan Seribu,Sedang,2025-11-16 02:58:03
12250,Kondisi trotoar Jalan Pluit sangat kritis dan berbahaya harus segera diperbaiki,Trotoar,Jakarta Timur,Berat,2025-12-11 06:37:47
12251,Penerangan jlan di Jalan Daan Mogot gelap karena beberapa lampu mati,Lampu Jalan,Jakarta Pusat,Sedang,2025-12-05 11:41:45
12252,Lampu jalan di gang Jalan Otista kurang terang perlu perhatian,Lampu Jalan,Jakarta Selatan,Ringan,2025-10-02 13:44:51
12253,Jembatan Jalan Gatot Subroto ada sedikit getaran saat dilalui kendaraan berat,Jembatan,Jakarta Barat,Ringan,2025-08-15 03:35:20
12254,Tiang kabel fiber Jalan Gatot Subroto roboh dan kabel berantakan di jalan banget berbahaya,Kabel Fiber,Jakarta Selatan,Berat,2025-04-23 12:00:49
12255,Fasilitas taman Jalan Daan Mogot banyak yang rusak perlu diperbaiki,Taman,Jakarta Utara,Sedang,2025-11-04 15:18:59
12256,Bangku taman di Jalan Hayam Wuruk rusak dan tidak bisa digunakan,Taman,Jakarta Pusat,Sedang,2025-04-23 00:16:03
12257,Beton jembatan Gang Anggrek patah sebagian sangat darurat,Jembatan,Jakarta Barat,Berat,2025-03-12 12:50:03
12258,Beberapa kabel fiber di Jalan Muara Baru putus menyebabkan area mati sinyal,Kabel Fiber,Kepulauan Seribu,Sedang,2025-01-10 03:12:57
12259,Drainase Jalan Sudirman meluap saat hujan deras meski sebentar,Drainase,Kepulauan Seribu,Sedang,2025-02-14 21:25:54
12260,Jalan Jalan Pangeran Jayakarta ada sedikit retak di pinggir badan jalan,Jalan,Kepulauan Seribu,Ringan,2025-08-15 11:09:30
12261,Kabel fiber jl Ciledug Raya buat kebakaran karena korsleting parah,Kabel Fiber,Jakarta Timur,Berat,2025-01-15 03:09:56
12262,Saluran air Gang Mawar tersumbat dan bau tidak sedap menyebar,Drainase,Kepulauan Seribu,Sedang,2025-08-19 22:47:44
12263,Trotoar Jalan Rasuna Said hancur total tidak bisa digunakan pejalan kaki sama sekali,Trotoar,Jakarta Timur,Berat,2025-08-04 14:27:13
12264,Trotoar Jalan Mangga Dua banyak ubin pecah sangat tidak nyaman dilalui,Trotoar,Jakarta Pusat,Sedang,2025-12-31 10:00:26
12265,Lampu jalan Jalan Sisingamangaraja meledak dan menyebabkan kebakaran kecil,Lampu Jalan,Jakarta Selatan,Berat,2025-05-06 22:29:10
12266,Drainase Jalan Pangeran Jayakarta meluap saat hujan deras meski sebentar,Drainase,Jakarta Selatan,Sedang,2025-10-24 19:58:01
12267,Kabel lampu jalan Jalan Kebon Jeruk putus dan terurai berbahaya menyetrum,Lampu Jalan,Jakarta Pusat,Berat,2025-12-10 06:32:35
12268,Rel pagar jembatan di Jalan Meruya berkarat perlu perawatan,Jembatan,Jakarta Utara,Ringan,2025-11-04 15:58:46
12269,Taman Jalan Hayam Wuruk perlu pembersihan ringan daun daun berguguran,Taman,Jakarta Pusat,Ringan,2025-07-15 12:08:59
12270,Tiang lampu jalan di Jalan Ahmad Yani miring cukup parah perlu segera diperbaiki,Lampu Jalan,Jakarta Utara,Sedang,2025-03-28 14:02:09
12271,Beton jembatan Jalan Mangga Dua patah sebagian sangat darurat,Jembatan,Jakarta Barat,Berat,2025-12-12 09:15:04
12272,Taman Jalan Raya Pasar Minggu banyak vandalisme coretan di fasilitas umum,Taman,Jakarta Pusat,Sedang,2025-07-21 07:36:04
12273,Kabel fiber Gang Mawar mengurai dan menggantung di tengah jalan,Kabel Fiber,Jakarta Barat,Sedang,2025-06-17 09:26:17
12274,Beton  jembatan  Jalan  Otista  retak  lebar  perlu  penanganan  segera,Jembatan,Jakarta Pusat,Sedang,2025-08-05 10:26:03
12275,Instalasi kabel fiber di Jalan Sisingamangaraja rusak dan mengganggu layanan,Kabel Fiber,Jakarta Utara,Sedang,2025-05-13 14:57:32
12276,Aspal jalan Jalan TB Simatupang retak ringan di beberapa titik,Jalan,Kepulauan Seribu,Ringan,2025-03-21 01:43:13
