deskripsi_laporan,jenis_infrastruktur,kota_administrasi,tingkat_kerusakan,date_laporan,tingkat_kerusakan_encoded
pohon besar di taman jalan gatot subroto tumbang dan merusak fasilitas sekitar,taman,jakarta selatan,berat,2025-07-15 22:38:12,2
trotoar jalan raya bekasi runtuh dan menimbulkan lubang besar di pinggir jalan,trotoar,jakarta pusat,berat,2025-03-08 11:51:50,2
permukaan trotoar jalan daan mogot tidak rata berbahaya untuk lansia dan difabel,trotoar,jakarta pusat,sedang,2025-04-19 07:48:44,1
saluran got jalan cengkareng mulai menyempit karena endapan,drainase,kepulauan seribu,ringan,2025-04-01 20:55:23,0
tiang kabel fiber di jalan warung buncit roboh menimpa kendaraan yang lewat,kabel fiber,jakarta selatan,berat,2025-05-17 09:46:37,2
taman jalan warung buncit rumputnya sudah panjang perlu dipotong,taman,jakarta utara,ringan,2025-12-11 02:55:55,0
seluruh lampu jalan di jalan raya kembangan mati total dan tidak ada penerangan sama sekali,lampu jalan,jakarta barat,berat,2025-07-11 15:52:03,2
rumput taman jalan casablanca mulai tidak terawat perlu dipangkas,taman,jakarta timur,ringan,2025-08-19 09:12:09,0
trotoar jalan cengkareng berlubang dan berbahaya bagi pejalan kaki,trotoar,jakarta timur,sedang,2025-02-23 16:14:02,1
badan jalan jalan pangeran jayakarta ambles sangat berbahaya terutama malam hari,jalan,jakarta selatan,berat,2025-03-09 05:25:43,2
lubang besar di jalan jalan daan mogot sangat berbahaya bisa menyebabkan kecelakaan,jalan,jakarta pusat,berat,2025-05-14 23:33:50,2
drainase jalan sisingamangaraja rusak berat banjir menggenangi rumah warga,drainase,jakarta pusat,berat,2025-06-21 21:21:47,2
retakan halus di aspal jl jalan raya kembangan perlu perhatian samping pom bensin,jalan,jakarta barat,ringan,2025-02-19 00:09:46,0
kondisi taman jalan pangeran jayakarta sangat memperihatinkan rusak total perlu penanganan segera,taman,jakarta utara,berat,2025-01-10 02:54:49,2
saluran got jalan hayam wuruk hancur total menyebabkan banjir besar,drainase,jakarta pusat,berat,2025-11-29 02:20:45,2
beton jembatan jalan otista retak lebar perlu penanganan segera,jembatan,jakarta barat,sedang,2025-05-18 16:02:49,1
dua lampu jalan di jalan hayam wuruk mati sudah seminggu belum diperbaiki,lampu jalan,jakarta utara,sedang,2025-06-04 01:38:14,1
kondisi taman jalan otista sangat memperihatinkan rusak total perlu penanganan segera,taman,jakarta barat,berat,2025-04-10 12:49:23,2
permukaan trotoar jalan gunung sahari sedikit tidak rata,trotoar,jakarta timur,ringan,2025-12-08 07:26:12,0
ada kabel fiber di gang dahlia yang pengikatnya lepas,kabel fiber,jakarta barat,ringan,2025-04-01 10:30:45,0
kerusakan jalan di jalan kebon jeruk cukup parah ada beberapa lubang,jalan,jakarta selatan,sedang,2025-06-23 09:12:29,1
saluran air jalan haji nawi tersumbat dan bau ngga sedap menyebar,drainase,jakarta selatan,sedang,2025-12-28 01:00:36,1
trotoar jalan raya bekasi ada satu dua ubin yang goyang sedikit berbahaya,trotoar,jakarta timur,ringan,2025-09-29 09:07:25,0
pagar taman jalan cengkareng rusak di beberapa bagian,taman,jakarta utara,sedang,2025-05-08 14:59:28,1
jalan jalan gajah mada amblas dalam dan lebar sangat mengancam keselamatan,jalan,jakarta barat,berat,2025-01-21 20:09:06,2
lampu jalan di gang jalan pluit kurang terang perlu perhatian,lampu jalan,jakarta selatan,ringan,2025-08-01 23:17:28,0
trotoar di jalan kebon jeruk ada celah kecil antar ubin perlu diperbaiki,trotoar,jakarta selatan,ringan,2025-01-04 05:21:45,0
ubin trotoar di jalan pangeran jayakarta banyak yang copot dan berlubang,trotoar,jakarta pusat,sedang,2025-12-28 19:10:35,1
kabel fiber jalan sisingamangaraja tergantung rendah berbahaya bagi kendaraan tinggi,kabel fiber,jakarta timur,sedang,2025-11-27 07:55:13,1
saluran drainase di jalan panjang rusak menyebabkan air tergenang,drainase,jakarta utara,sedang,2025-11-27 18:47:30,1
kerusakan massal kabel fiber di jalan daan mogot menyebabkan wilayah luas tanpa internet,kabel fiber,jakarta utara,berat,2025-02-15 20:53:54,2
tiang lampu jalan jalan mangga dua sedikit miring namun masih aman,lampu jalan,jakarta selatan,ringan,2025-09-12 12:33:06,0
drainase jalan pramuka tidak berfungsi banjir setinggi lutut di pemukiman,drainase,jakarta selatan,berat,2025-08-13 19:28:23,2
drainase jalan cengkareng jebol air membanjiri jalaan dan rumah warga sekitar anak anak sering lewat sini,drainase,jakarta selatan,berat,2025-01-12 19:06:31,2
trotoar jalan daan mogot hancur total tidak bisa digunakan pejalan kaki sama sekali,trotoar,jakarta utara,berat,2025-12-08 22:49:36,2
pohon tumbang besar di taman jalan cengkareng sangat membahayakan warga sekitar,taman,jakarta selatan,berat,2025-04-01 22:04:03,2
permukaan jembatan jln pramuka mulai kasar dan tidak rata,jembatan,jakarta timur,ringan,2025-11-12 23:23:57,0
jembatan jalan warung buncit ada sedikit kerusakan minor di permukaan,jembatan,jakarta barat,ringan,2025-10-03 12:38:49,0
got jalan hayam wuruk retak dan bocor air merembes ke jalan,drainase,jakarta utara,sedang,2025-09-07 07:45:41,1
jalan gang anggrek mengalami retak kecil sepanjang 25 meter,jalan,jakarta pusat,ringan,2025-02-16 18:13:56,0
kerusakan jalan di jalan raya kembangan cukup parah ada beberapa lubang,jalan,jakarta selatan,sedang,2025-07-10 20:31:01,1
taman jalan mangga dua rumputnya sudah panjang perlu dipotong,taman,kepulauan seribu,ringan,2025-09-20 22:52:16,0
jalan jalan pluit amblas sedikit dan berlubang,jalan,jakarta selatan,sedang,2025-12-10 01:24:22,1
kabel fiber jalan raya kembangan melendut ke bawah perlu dirapikan,kabel fiber,jakarta selatan,ringan,2025-12-23 20:18:59,0
sebagian besar trotoar jalan raya kembangan rusak dan tidak layak digunakan,trotoar,jakarta utara,sedang,2025-06-27 04:47:21,1
got pinggir jalan gang melati ada sampah plastik menyumbat sedikit,drainase,jakarta barat,ringan,2025-10-07 11:29:01,0
trotoar jalan gatot subroto ambles di beberapa titik berbahaya pejalan kaki,trotoar,jakarta timur,sedang,2025-11-16 12:55:23,1
lampu jalan jalan kebon jeruk rusak dan jalan menjadi gelap berbahaya,lampu jalan,jakarta pusat,sedang,2025-01-19 08:25:11,1
pagar jembatan di jalan haji nawi rusak dan membahayakan pejalan kaki,jembatan,jakarta selatan,sedang,2025-01-16 17:56:41,1
seluruh jaringan kabel fiber di jalan pramuka putus total ga ada sinyal,kabel fiber,kepulauan seribu,berat,2025-06-14 04:41:46,2
pagar pengaman jembatan gang melati sedikit berkarat,jembatan,jakarta barat,ringan,2025-03-15 03:37:42,0
kabel lampu jalan jalan muara baru putus dan terurai berbahaya menyetrum,lampu jalan,jakarta barat,berat,2025-03-14 00:48:08,2
trotoar jalan haji nawi ambles dalam sangat berbahaya bagi semua pengguna jalan,trotoar,jakarta timur,berat,2025-11-22 12:50:47,2
laporan taman jln meruya hancur dan perlu dibangun ulang dari awal,taman,jakarta timur,berat,2025-02-04 17:27:32,2
seluruh lampu jlan di jln muara baru mati total dan tidak ada penerangan sama sekali,lampu jalan,jakarta barat,berat,2025-01-24 03:01:38,2
retakan halus di aspal jalan jalan kebon jeruk perlu perhatian,jalan,jakarta pusat,ringan,2025-04-14 00:37:41,0
jalan jalan hayam wuruk retak kecil akibat cuaca panas,jalan,jakarta barat,ringan,2025-02-19 08:54:36,0
saluran drainase di jalan raya kembangan sedikit tersumbat sampah daun,drainase,jakarta utara,ringan,2025-01-27 17:04:41,0
lantai kayu jembatan jalan gatot subroto lapuk dan berlubang berbahaya,jembatan,jakarta utara,sedang,2025-08-02 01:55:12,1
satu lampu jaln di jalan ahmad yani berkedip tidak stabil ini jalan protokol yang ramai,lampu jalan,kepulauan seribu,ringan,2025-03-16 22:25:42,0
trotoar jalan gunung sahari perlu pengecatan ulang marka sudah pudar,trotoar,jakarta utara,ringan,2025-03-17 00:22:59,0
lampu jalan di gang jalan panjang kurang terang perlu perhatian,lampu jalan,jakarta pusat,ringan,2025-11-22 22:33:29,0
trotoar jalan pramuka rusak parah pejalan kaki terpaksa jalan di badan jalan sudah 2 minggu belum diperbaiki,trotoar,jakarta utara,sedang,2025-08-27 15:54:31,1
saluran air taman jalan raya pasar minggu mampet menyebabkan genangan,taman,jakarta timur,sedang,2025-01-03 08:42:37,1
lantai kayu jembatan jl gajah mada lapuk dan berlubang berbahaya warga sekitar sudah mengeluh,jembatan,kepulauan seribu,sedang,2025-08-05 22:24:32,1
lampu jalan jalan sisingamangaraja casing nya sedikit retak tapi masih menyala,lampu jalan,jakarta selatan,ringan,2025-03-29 03:06:36,0
kerusakan parah di jalan jalan mangga dua kendaraan harus memutar jalan,jalan,jakarta selatan,berat,2025-06-14 20:41:49,2
got pinggir jalan jalan cengkareng ada sampah plastik menyumbat sedikit,drainase,jakarta selatan,ringan,2025-12-20 12:19:27,0
seluruh lampu jalan di jalan pramuka mati total dan ga ada penerangan sama sekali,lampu jalan,jakarta selatan,berat,2025-01-31 15:28:12,2
lantai jembatan jalan cengkareng ada retakan tipis perlu pengecekan,jembatan,kepulauan seribu,ringan,2025-11-11 19:23:24,0
kabel fiber di gang melati sedikit kendur perlu dikencangkan,kabel fiber,jakarta timur,ringan,2025-12-26 18:43:07,0
kondisi trotoar jalan mangga dua cukup memprihatinkan banyak kerusakan merata,trotoar,jakarta pusat,sedang,2025-10-27 05:09:02,1
lampu jalan jalan otista meledak dan menyebabkan kebakaran kecil,lampu jalan,jakarta timur,berat,2025-06-28 03:13:23,2
jembatan gang melati rusak berat tidak layak dilalui kendaraan apapun,jembatan,jakarta timur,berat,2025-07-08 23:53:36,2
penerangan jalan di jalan raya kembangan gelap karena beberapa lampu mati,lampu jalan,jakarta utara,sedang,2025-12-22 14:51:18,1
jembatan jalan raya bekasi ada bagian yang ambles tidak rata,jembatan,jakarta timur,sedang,2025-12-17 21:39:11,1
tiang lampu jalan di gang mawar miring cukup parah perlu segera diperbaiki,lampu jalan,jakarta utara,sedang,2025-06-02 01:31:22,1
instalasi kabel fiber jalan pluit kurang rapi mengganggu estetika,kabel fiber,jakarta pusat,ringan,2025-02-14 14:47:17,0
kabel fiber jalan daan mogot menyebabkan kebakaran karena korsleting parah,kabel fiber,jakarta barat,berat,2025-12-17 13:40:30,2
ubin trotoar jalan panjang banyak yang hilang meninggalkan lubang warga sekitar sudah mengeluh,trotoar,jakarta timur,sedang,2025-04-12 17:07:35,1
drainase jalan gajah mada meluap saat hujan deras meski sebentar,drainase,jakarta timur,sedang,2025-03-24 03:31:46,1
kabel fiber jalan pluit terlilit dan putus akibat kendaraan besar,kabel fiber,jakarta pusat,sedang,2025-08-09 16:28:18,1
ada kabel fiber di jalan sisingamangaraja yang pengikatnya lepas,kabel fiber,jakarta timur,ringan,2025-08-15 19:15:23,0
tempat duduk di taman jalan kebon jeruk hampir semua rusak tidak layak,taman,jakarta pusat,sedang,2025-10-30 19:42:43,1
saluran got di jalan panjang mampet total air meluap ke jalan,drainase,kepulauan seribu,sedang,2025-06-21 17:19:13,1
rel jembatan jalan tb simatupang copot berbahaya bagi pengguna jalan,jembatan,jakarta utara,sedang,2025-09-08 11:24:38,1
trotoar gang mawar berlubang dan berbahaya bagi pejalan kaki sudah 2 minggu belum diperbaiki,trotoar,jakarta barat,sedang,2025-10-19 15:48:07,1
lampu penerangan di gang dahlia kurang terang perlu diganti,lampu jalan,jakarta selatan,ringan,2025-03-12 04:49:02,0
permukaan jalan jalan daan mogot bergelombang dan berlubang,jalan,kepulauan seribu,sedang,2025-02-20 06:03:44,1
permukaan jalan jalan muara baru mengelupas sedikit,jalan,jakarta timur,ringan,2025-07-29 08:27:40,0
trotoar jalan ahmad yani banyak ubin pecah sangat tidak nyaman dilalui,trotoar,jakarta timur,sedang,2025-10-04 04:24:51,1
ada lampu jalan di jalan panjang yang sering mati hidup sendiri,lampu jalan,jakarta pusat,ringan,2025-08-04 18:05:36,0
kerusakan parah di jalan gang mawar kendaraan harus memutar jalan,jalan,jakarta selatan,berat,2025-07-31 18:36:12,2
tiang kabel fiber jalan cengkareng roboh dan kabel berantakan di jalan sangat berbahaya,kabel fiber,jakarta pusat,berat,2025-04-12 07:43:02,2
jembatan jalan raya kembangan retak parah dan sangat berbahaya harus ditutup,jembatan,jakarta selatan,berat,2025-04-21 02:15:48,2
trotoar jalan ahmad yani ambles dalam sangat berbahaya bagi semua pengguna jalan,trotoar,jakarta timur,berat,2025-09-16 17:13:02,2
lantai jembatan jalan meruya berlubang berbahaya bagi kendaraan,jembatan,jakarta timur,sedang,2025-06-21 12:33:08,1
kerusakan massal kabel fiber di jalan pluit menyebabkan wilayah luas tanpa internet,kabel fiber,jakarta utara,berat,2025-09-26 23:46:50,2
kerusakan struktural jembatan jalan meruya sangat kritis bahaya roboh,jembatan,jakarta pusat,berat,2025-08-12 07:15:21,2
tiang lampu jalan jalan warung buncit patah miring hampir jatuh ke jalan,lampu jalan,kepulauan seribu,berat,2025-06-06 13:44:10,2
pagar jembatan di jalan pangeran jayakarta rusak dan membahayakan pejalan kaki,jembatan,jakarta pusat,sedang,2025-01-05 19:43:17,1
jalan jalan rasuna said berlubang cukup dalam sekitar 5 cm,jalan,kepulauan seribu,sedang,2025-09-16 08:30:32,1
sebagian besar trotoar jalan raya pasar minggu rusak dan tidak layak digunakan,trotoar,jakarta pusat,sedang,2025-02-04 05:35:10,1
taman jalan fatmawati rumputnya sudah panjang perlu dipotong,taman,jakarta barat,ringan,2025-07-19 21:37:12,0
kabel lampu jalan di jalan casablanca tampak menjuntai berbahaya,lampu jalan,jakarta utara,sedang,2025-05-24 11:07:28,1
paving trotoar jalan raya bekasi warnanya pudar perlu perawatan,trotoar,jakarta selatan,ringan,2025-04-19 05:51:08,0
lantai jembatan jalan ahmad yani berlubang berbahaya bagi kendaraan,jembatan,jakarta timur,sedang,2025-03-19 07:05:28,1
paving trotoar jalan gunung sahari warnanya pudar perlu perawatan,trotoar,kepulauan seribu,ringan,2025-11-15 16:27:21,0
jembatan jalan sudirman ada sedikit getaran saat dilalui kendaraan berat,jembatan,jakarta barat,ringan,2025-01-26 07:36:41,0
retakan halus di aspal jalan jalan pluit perlu perhatian,jalan,kepulauan seribu,ringan,2025-05-22 23:51:54,0
area jalan pramuka gelap gulita karena banyak lampu jalan mati,lampu jalan,jakarta pusat,sedang,2025-08-12 20:41:03,1
rumput taman gang dahlia mulai tidak terawat perlu dipangkas,taman,jakarta selatan,ringan,2025-06-11 15:44:42,0
kabel fiber di jalan daan mogot putus menyebabkan gangguan internet warga,kabel fiber,kepulauan seribu,sedang,2025-08-24 15:49:54,1
taman jalan kebon jeruk tidak terawat tanaman banyak yang mati,taman,jakarta selatan,sedang,2025-10-03 14:19:13,1
jembatan jl muara baru kondisi memperihatinkan perlu diperbaiki secepatnya,jembatan,kepulauan seribu,sedang,2025-02-05 21:19:13,1
kabel fiber jalan tb simatupang sedikit terkelupas di bagian sambungan,kabel fiber,jakarta utara,ringan,2025-05-21 10:13:22,0
trotoar gang melati ada satu dua ubin yang goyang sedikit berbahaya,trotoar,jakarta selatan,ringan,2025-04-17 22:04:04,0
saluran got jalan hayam wuruk hancur total menyebabkan banjir besar,drainase,jakarta timur,berat,2025-12-11 15:22:02,2
taman jalan pangeran jayakarta kondisi sangat kritis semua tanaman mati dan fasilitas hancur,taman,jakarta utara,berat,2025-10-05 14:10:03,2
beberapa titik drainase jalan ciledug raya tersumbat menyebabkan genangan,drainase,kepulauan seribu,sedang,2025-10-09 16:02:46,1
drainase gang mawar jebol air membanjiri jalan dan rumah warga sekitar dekat sekolah sd,drainase,kepulauan seribu,berat,2025-04-13 18:44:54,2
fasilitas taman jalan casablanca banyak yang rusak perlu diperbaiki,taman,jakarta pusat,sedang,2025-06-15 20:22:26,1
paving trotoar jalan haji nawi warnanya pudar perlu perawatan,trotoar,jakarta pusat,ringan,2025-03-29 19:16:12,0
jalan jalan meruya rusak sangat parah ada lubang besar mengancam jiwa mohon segera ditindaklanjuti,jalan,jakarta utara,berat,2025-04-19 03:26:34,2
urgent jalan jalan raya pasar minggu amblas sedikit dan berlubang,jalan,jakarta barat,sedang,2025-07-29 14:00:51,1
jembatan jalan casablanca bergetar berlebihan saat dilalui kendaraan,jembatan,jakarta barat,sedang,2025-09-18 10:20:01,1
beton jembatan jalan sisingamangaraja retak ringan di bagian pinggir,jembatan,jakarta utara,ringan,2025-07-19 08:14:49,0
penyangga jembatan jalan gajah mada terlihat retak perlu inspeksi,jembatan,kepulauan seribu,sedang,2025-10-21 08:17:51,1
penerangan jalan di jalan warung buncit gelap karena beberapa lampu mati,lampu jalan,kepulauan seribu,sedang,2025-02-02 22:04:01,1
drainase jalan pramuka tidak berfungsi banjir setinggi lutut di pemukiman,drainase,jakarta pusat,berat,2025-05-05 15:49:47,2
permukaan jalan jalan mangga dua mengelupas sedikit,jalan,jakarta selatan,ringan,2025-10-16 08:39:12,0
kabel fiber jln casablanca sedikit terkelupas di bagian sambungan,kabel fiber,jakarta utara,ringan,2025-06-09 18:09:07,0
kabel fiber jalan muara baru terlilit dan putus akibat kendaraan besar,kabel fiber,jakarta pusat,sedang,2025-01-04 16:51:04,1
lampu jalan jalan raya pasar minggu mati total sudah beberapa hari tidak diperbaiki,lampu jalan,jakarta barat,sedang,2025-09-18 20:39:26,1
ada retakan tipis di permukaan jalan jalan pramuka,jalan,jakarta timur,ringan,2025-10-29 19:41:07,0
terdapat lubang sangat besar di jalaan jalan ahmad yani membahayakan pengendara anak anak sering lewat sini,jalan,jakarta barat,berat,2025-04-05 20:37:15,2
jalan di jalan casablanca mulai retak namun masih bisa dilalui,jalan,jakarta pusat,ringan,2025-06-15 10:13:33,0
lampu jalan jalan pangeran jayakarta cahayanya mulai memudar,lampu jalan,jakarta pusat,ringan,2025-05-26 16:56:40,0
kabel fiber di jalan gunung sahari kondisinya kurang baik perlu pengecekan,kabel fiber,jakarta utara,ringan,2025-02-04 02:20:45,0
beton jembatan jalan ciledug raya retak ringan di bagian pinggir,jembatan,jakarta barat,ringan,2025-08-02 06:19:29,0
taman gang dahlia tidak bisa digunakan semua infrastruktur rusak berat mohon segera ditindaklanjuti,taman,jakarta timur,berat,2025-06-13 01:41:05,2
kabel lampu jalan di jalan gajah mada tampak menjuntai berbahaya,lampu jalan,jakarta pusat,sedang,2025-07-10 21:10:24,1
kerusakan parah di jalan gang mawar kendaraan harus memutar jalan,jalan,jakarta utara,berat,2025-03-10 10:58:20,2
beberapa lampu jalan di jalan otista mati menyebabkan jalan gelap,lampu jalan,jakarta barat,sedang,2025-05-14 05:00:58,1
trotoar gang dahlia ambles di beberapa titik berbahaya pejalan kaki,trotoar,jakarta utara,sedang,2025-03-31 03:53:14,1
kabel lampu jalan jalan tb simatupang putus dan terurai berbahaya menyetrum,lampu jalan,kepulauan seribu,berat,2025-06-23 08:50:24,2
taman jalan gunung sahari tidak bisa digunakan semua infrastruktur rusak berat,taman,jakarta barat,berat,2025-10-23 22:10:09,2
kabel fiber jalan muara baru putus dan terurai berbahaya berpotensi menyetrum warga,kabel fiber,jakarta pusat,berat,2025-11-08 18:18:00,2
